SEXO;IDADE;RENDA;CODCBO;PROFISSAO;ESTADO_CIVIL
M;56;3896,23;914425;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A)
M;42;4532,02;313105;ELETROTECNICO;CASADO(A)
M;44;2872,19;914425;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A)
M;32;2404,29;342115;CONTROLADOR DE SERV DE MAQ E V;SOLTEIRO(A)
M;39;3596,02;782515;MOTORISTA OPER DE GUINCHO;CASADO(A)
M;44;4271,41;141115;GERENTE DE PROD E OP AGROPECUA;OUTROS
M;42;2146,27;914425;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A)
M;35;2409,48;913120;MECÂNICO DE MANUTENÇÃO DE MÁQUIN;CASADO(A)
F;46;3725,50;521105;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A)
M;30;3491,37;300305;TÉCNICO EM ELETROMECÂNICA;CASADO(A)
M;29;2268,60;521105;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A)
F;25;3326,39;411010;ASSISTENTE ADMINISTRATIVO;CASADO(A)
F;38;7172,16;252405;ANALISTA DE RECURSOS HUMANOS;SOLTEIRO(A)
M;40;3881,94;342115;CONTROLADOR DE SERV DE MAQ E V;OUTROS
M;49;1750,00;621005;TRABALHADOR AGROPECUARIO EM GE;SOLTEIRO(A)
M;41;4033,47;313105;ELETROTECNICO;SEPARADO(A) JUDICIALMENTE
F;49;5625,44;410240;SUPERVISOR DE LOGÍSTICA;OUTROS
M;44;3120,93;521105;VENDEDOR EM COMERCIO ATACADIST;CASADO(A)
F;34;3001,64;252405;ANALISTA DE RECURSOS HUMANOS;SOLTEIRO(A)
M;46;2385,11;521105;VENDEDOR EM COMERCIO ATACADIST;OUTROS
M;53;2904,91;521105;VENDEDOR EM COMERCIO ATACADIST;CASADO(A)
M;36;3994,35;914425;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A)
M;32;3558,43;914425;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A)
M;29;9354,76;410240;SUPERVISOR DE LOGÍSTICA;CASADO(A)
M;19;685,94;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
M;35;1513,43;414105;ALMOXARIFE;CASADO(A)
M;34;2273,78;914425;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A)
M;27;2703,87;913120;MECÂNICO DE MANUTENÇÃO DE MÁQUIN;SOLTEIRO(A)
M;32;3030,96;521105;VENDEDOR EM COMERCIO ATACADIST;CASADO(A)
M;48;3267,19;521105;VENDEDOR EM COMERCIO ATACADIST;CASADO(A)
M;37;3363,96;313105;ELETROTECNICO;SOLTEIRO(A)
M;43;2800,00;620115;SUPERVISOR DE EXPLORAÇÃO PECUÁRIA;CASADO(A)
F;31;4956,88;252405;ANALISTA DE RECURSOS HUMANOS;CASADO(A)
F;20;692,32;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
M;37;3795,37;411010;ASSISTENTE ADMINISTRATIVO;OUTROS
M;35;1817,65;414105;ALMOXARIFE;SOLTEIRO(A)
M;29;3584,02;914425;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A)
M;23;1784,01;313105;ELETROTECNICO;SOLTEIRO(A)
F;39;4223,96;411010;ASSISTENTE ADMINISTRATIVO;CASADO(A)
M;38;3907,36;914425;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A)
M;35;6334,78;142125;ANALISTA DE COMPLIANCE;SOLTEIRO(A)
M;44;2760,68;414120;CONFERENTE MERC (EXCETO CARGA E DESC;SOLTEIRO(A)
M;52;1540,00;621005;TRABALHADOR AGROPECUARIO EM GE;CASADO(A)
F;32;3080,25;351605;TECNICO EM SEGURANCA DO TRABAL;SOLTEIRO(A)
M;32;2374,83;521105;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A)
M;27;7509,25;410205;SUPERVISOR DE ALMOXARIFADO;SOLTEIRO(A)
M;26;2145,95;411010;ASSISTENTE ADMINISTRATIVO;SOLTEIRO(A)
M;37;13643,23;252710;ANALISTA DE PLANEJAMENTO DE MATERIAS;CASADO(A)
F;58;2600,45;521105;VENDEDOR EM COMERCIO ATACADIST;CASADO(A)
M;49;3032,44;621005;TRABALHADOR AGROPECUARIO EM GE;SOLTEIRO(A)
M;18;1621,00;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
F;21;1611,77;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
M;16;809,09;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
M;37;3899,96;521105;VENDEDOR EM COMERCIO ATACADIST;CASADO(A)
M;28;3173,57;300305;TÉCNICO EM ELETROMECÂNICA;SOLTEIRO(A)
M;39;2691,03;521105;VENDEDOR EM COMERCIO ATACADIST;SEPARADO(A) JUDICIALMENTE
M;26;1813,61;411005;AUXILIAR DE ESCRITORIO, EM GER;CASADO(A)
M;37;2508,19;313105;ELETROTECNICO;OUTROS
M;32;3128,75;414120;CONFERENTE MERC (EXCETO CARGA E DESC;SOLTEIRO(A)
M;24;2971,28;414120;CONFERENTE MERC (EXCETO CARGA E DESC;SOLTEIRO(A)
M;24;2267,22;414120;CONFERENTE MERC (EXCETO CARGA E DESC;SOLTEIRO(A)
M;43;1792,95;782510;MOTORISTA DE CAMINHAO;CASADO(A)
M;53;8222,64;911305;MECANICO DE MANUTENÇÃO DE MAQUINAS, EM GERAL;SEPARADO(A) JUDICIALMENTE
M;53;8095,56;911305;MECANICO DE MANUTENÇÃO DE MAQUINAS, EM GERAL;CASADO(A)
M;21;754,32;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
M;31;3111,61;521105;VENDEDOR EM COMERCIO ATACADIST;CASADO(A)
M;19;704,53;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
M;31;1863,70;784205;AUXILIAR DE LINHA DE PRODUCAO;CASADO(A)
M;34;1859,45;914425;MECANICO DE VEICULOS AUTOMOTOR;SEPARADO(A) JUDICIALMENTE
M;41;4522,66;521105;VENDEDOR EM COMERCIO ATACADIST;CASADO(A)
M;22;1956,14;914425;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A)
M;53;7422,80;911305;MECANICO DE MANUTENÇÃO DE MAQUINAS, EM GERAL;SEPARADO(A) JUDICIALMENTE
M;34;2788,47;914425;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A)
M;53;2463,92;514120;ZELADOR DE EDIFÍCIO;CASADO(A)
M;38;5607,76;212405;ANALISTA DE SISTEMA;CASADO(A)
M;52;8936,02;212405;ANALISTA DE SISTEMA;CASADO(A)
M;40;4823,73;521105;VENDEDOR EM COMERCIO ATACADIST;CASADO(A)
M;39;3943,10;252725;ANALISTA DE GESTÃO DE ESTOQUE;SOLTEIRO(A)
M;39;4107,07;521105;VENDEDOR EM COMERCIO ATACADIST;SEPARADO(A) JUDICIALMENTE
F;44;2599,63;411010;ASSISTENTE ADMINISTRATIVO;SOLTEIRO(A)
M;31;2871,74;914425;MECANICO DE VEICULOS AUTOMOTOR;SEPARADO(A) JUDICIALMENTE
M;35;2484,12;521105;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A)
M;34;2844,47;313105;ELETROTECNICO;CASADO(A)
M;32;4074,97;913120;MECÂNICO DE MANUTENÇÃO DE MÁQUIN;SOLTEIRO(A)
M;33;2544,25;914425;MECANICO DE VEICULOS AUTOMOTOR;SEPARADO(A) JUDICIALMENTE
M;20;2083,14;914425;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A)
M;26;1823,17;914425;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A)
M;36;11775,37;142330;ANALISTA DE NEGOCIOS;SOLTEIRO(A)
M;29;5866,02;262410;DESENHISTA INDUSTRIAL GRÁFICO (DESIGNER ;SOLTEIRO(A)
M;24;2153,11;414120;CONFERENTE MERC (EXCETO CARGA E DESC;CASADO(A)
M;19;803,35;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
M;33;7829,81;410105;SUPERVISOR ADMINISTRATIVO;SOLTEIRO(A)
F;22;2267,22;414215;CONFERENTE DE CARGA E DESCARGA;SOLTEIRO(A)
M;23;1773,82;414105;ALMOXARIFE;SOLTEIRO(A)
M;22;2560,64;313105;ELETROTECNICO;SOLTEIRO(A)
M;27;2995,25;313105;ELETROTECNICO;SOLTEIRO(A)
F;31;2826,06;521105;VENDEDOR EM COMERCIO ATACADIST;CASADO(A)
M;15;851,97;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
F;19;1650,00;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
M;36;4522,66;521105;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A)
F;26;5829,05;241010;ADVOGADO DE EMPRESA;SOLTEIRO(A)
M;34;4522,65;521105;VENDEDOR EM COMERCIO ATACADIST;CASADO(A)
M;43;3857,50;391145;ANALISTA DE PLANEJAMENTO DE MANUTENCAO;CASADO(A)
M;26;3671,65;411010;ASSISTENTE ADMINISTRATIVO;SOLTEIRO(A)
M;37;3773,12;313105;ELETROTECNICO;CASADO(A)
M;39;3834,57;252725;ANALISTA DE GESTÃO DE ESTOQUE;SOLTEIRO(A)
M;25;1704,93;914425;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A)
F;51;3916,67;521105;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A)
F;23;1771,01;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
M;35;5543,95;913120;MECÂNICO DE MANUTENÇÃO DE MÁQUIN;CASADO(A)
F;44;7513,94;411010;ASSISTENTE ADMINISTRATIVO;CASADO(A)
M;45;5827,27;142210;GERENTE DE DEPARTAMENTO PESSOA;CASADO(A)
F;41;4470,58;521105;VENDEDOR EM COMERCIO ATACADIST;CASADO(A)
M;47;1337,20;521105;VENDEDOR EM COMERCIO ATACADIST;CASADO(A)
M;46;2480,01;782515;MOTORISTA OPER DE GUINCHO;CASADO(A)
M;39;834,64;252105;ADMINISTRADOR;SOLTEIRO(A)
M;57;4082,75;520110;SUPERVISOR DE VENDAS COMERCIAL;CASADO(A)
M;54;4863,14;142705;GERENTE DE PROJETOS E SERVICOS DE MANUTE;CASADO(A)
M;48;2449,80;411010;ASSISTENTE ADMINISTRATIVO;CASADO(A)
M;42;4528,55;520110;SUPERVISOR DE VENDAS COMERCIAL;OUTROS
F;37;900,00;0;SEM CBO;CASADO(A)
F;37;1303,00;411010;ASSISTENTE ADMINISTRATIVO;SOLTEIRO(A)
M;43;800,00;313105;ELETROTECNICO;CASADO(A)
M;49;5405,04;313105;ELETROTECNICO;CASADO(A)
M;42;3994,52;914425;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A)
M;40;3647,05;521105;VENDEDOR EM COMERCIO ATACADIST;CASADO(A)
F;49;1505,75;411010;ASSISTENTE ADMINISTRATIVO;CASADO(A)
M;54;1394,48;782515;MOTORISTA OPER DE GUINCHO;CASADO(A)
M;39;2353,03;214320;ENGENHEIRO ELETRICISTA DE PROJ;SOLTEIRO(A)
M;34;1513,21;521105;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A)
M;44;1265,22;914425;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A)
F;49;20754,35;122405;DIRETOR DE OPERACOES COMERCIAI;CASADO(A)
M;43;2355,81;914425;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A)
M;41;900,00;0;SEM CBO;SOLTEIRO(A)
F;40;3674,04;413105;ANALISTA DE FOLHA DE PAGAMENTO;CASADO(A)
M;53;1094,11;782515;MOTORISTA OPER DE GUINCHO;CASADO(A)
M;34;1468,46;992120;LAVADOR DE PECAS;SOLTEIRO(A)
M;49;1394,30;914425;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A)
M;36;3059,90;214320;ENGENHEIRO ELETRICISTA DE PROJ;SOLTEIRO(A)
M;35;900,00;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
M;33;868,32;914425;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A)
M;32;900,00;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
F;36;900,00;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
M;71;2351,84;521105;VENDEDOR EM COMERCIO ATACADIST;CASADO(A)
M;66;6694,25;950110;SUPERVISOR DE MANUTENCAO ELETR;CASADO(A)
M;55;13727,73;411010;ASSISTENTE ADMINISTRATIVO;CASADO(A)
M;53;4000,00;141115;GERENTE DE PROD E OP AGROPECUA;SOLTEIRO(A)
M;54;3698,62;914425;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A)
M;39;1545,97;313105;ELETROTECNICO;SOLTEIRO(A)
M;37;3600,25;313105;ELETROTECNICO;CASADO(A)
M;50;4211,43;313105;ELETROTECNICO;CASADO(A)
M;47;2000,00;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
F;32;900,00;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
M;62;1533,89;782515;MOTORISTA OPER DE GUINCHO;CASADO(A)
M;62;4175,34;521105;VENDEDOR EM COMERCIO ATACADIST;CASADO(A)
M;54;1596,56;521105;VENDEDOR EM COMERCIO ATACADIST;CASADO(A)
F;33;2040,31;411010;ASSISTENTE ADMINISTRATIVO;SOLTEIRO(A)
M;50;3730,59;914425;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A)
F;36;802,50;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
M;57;2997,39;410240;SUPERVISOR DE LOGÍSTICA;CASADO(A)
F;47;4100,78;411010;ASSISTENTE ADMINISTRATIVO;SOLTEIRO(A)
F;36;1567,21;411010;ASSISTENTE ADMINISTRATIVO;SOLTEIRO(A)
F;33;802,50;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
M;32;1008,68;414105;ALMOXARIFE;SEPARADO(A) JUDICIALMENTE
M;29;1825,31;411010;ASSISTENTE ADMINISTRATIVO;SOLTEIRO(A)
M;35;5974,69;391145;ANALISTA DE PLANEJAMENTO DE MANUTENCAO;CASADO(A)
M;42;1284,00;414215;CONFERENTE DE CARGA E DESCARGA;CASADO(A)
M;41;1136,00;914425;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A)
M;44;1678,64;991305;FUNILEIRO DE VEICULOS (REPARAC;CASADO(A)
M;52;3424,65;914425;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A)
M;60;4128,68;914425;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A)
F;42;3043,37;252405;ANALISTA DE RECURSOS HUMANOS;CASADO(A)
M;44;5840,61;410105;SUPERVISOR ADMINISTRATIVO;CASADO(A)
M;43;1272,00;414215;CONFERENTE DE CARGA E DESCARGA;CASADO(A)
M;43;2226,67;914425;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A)
F;46;9094,00;142105;GERENTE ADMINISTRATIVO;SOLTEIRO(A)
M;32;2143,83;521105;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A)
F;29;1562,71;411010;ASSISTENTE ADMINISTRATIVO;SOLTEIRO(A)
F;45;2040,37;521105;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A)
M;31;1516,59;313105;ELETROTECNICO;SOLTEIRO(A)
M;28;413,34;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
M;47;11762,50;142605;GERENTE DE PESQUISA E DESENVOL;CASADO(A)
F;52;1226,51;411005;AUXILIAR DE ESCRITORIO, EM GER;OUTROS
F;52;1439,13;411010;ASSISTENTE ADMINISTRATIVO;SOLTEIRO(A)
M;38;1989,02;521105;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A)
M;27;519,87;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
M;31;500,00;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
M;43;3895,22;914425;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A)
M;37;1478,47;414105;ALMOXARIFE;CASADO(A)
M;44;4540,78;342115;CONTROLADOR DE SERV DE MAQ E V;OUTROS
F;41;3857,49;411010;ASSISTENTE ADMINISTRATIVO;SOLTEIRO(A)
M;48;2151,54;521105;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A)
F;45;2860,07;391210;TECNICO DE GARANTIA DA QUALIDA;CASADO(A)
M;42;3406,09;313105;ELETROTECNICO;CASADO(A)
M;51;2265,87;313105;ELETROTECNICO;CASADO(A)
M;53;4675,50;914425;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A)
M;52;2568,90;521105;VENDEDOR EM COMERCIO ATACADIST;CASADO(A)
M;42;1533,89;782515;MOTORISTA OPER DE GUINCHO;SOLTEIRO(A)
M;34;1493,40;414105;ALMOXARIFE;CASADO(A)
M;31;900,00;0;SEM CBO;SOLTEIRO(A)
M;34;1137,46;914425;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A)
M;32;2937,04;214320;ENGENHEIRO ELETRICISTA DE PROJ;CASADO(A)
M;49;2088,88;521105;VENDEDOR EM COMERCIO ATACADIST;SEPARADO(A) JUDICIALMENTE
F;26;3857,49;252210;CONTADOR;SOLTEIRO(A)
M;48;1601,51;521105;VENDEDOR EM COMERCIO ATACADIST;CASADO(A)
F;41;2040,29;411010;ASSISTENTE ADMINISTRATIVO;SOLTEIRO(A)
M;33;2739,11;252210;CONTADOR;SOLTEIRO(A)
M;52;4290,71;913120;MECÂNICO DE MANUTENÇÃO DE MÁQUIN;CASADO(A)
M;30;1825,30;411010;ASSISTENTE ADMINISTRATIVO;SOLTEIRO(A)
M;49;5032,93;521105;VENDEDOR EM COMERCIO ATACADIST;CASADO(A)
F;37;7346,21;252210;CONTADOR;SOLTEIRO(A)
M;46;1428,94;414105;ALMOXARIFE;SOLTEIRO(A)
M;27;3917,40;252725;ANALISTA DE GESTÃO DE ESTOQUE;CASADO(A)
F;32;1621,66;411010;ASSISTENTE ADMINISTRATIVO;CASADO(A)
M;40;1731,44;521105;VENDEDOR EM COMERCIO ATACADIST;CASADO(A)
F;29;900,00;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
F;24;498,04;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
M;34;5693,82;913120;MECÂNICO DE MANUTENÇÃO DE MÁQUIN;SOLTEIRO(A)
M;45;3358,50;521105;VENDEDOR EM COMERCIO ATACADIST;OUTROS
F;45;1666,01;411010;ASSISTENTE ADMINISTRATIVO;CASADO(A)
M;37;3072,64;521105;VENDEDOR EM COMERCIO ATACADIST;OUTROS
M;33;1843,48;411010;ASSISTENTE ADMINISTRATIVO;SEPARADO(A) JUDICIALMENTE
M;34;3424,66;914425;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A)
M;35;1944,69;313105;ELETROTECNICO;SOLTEIRO(A)
M;47;2618,62;521105;VENDEDOR EM COMERCIO ATACADIST;CASADO(A)
M;47;6306,99;913120;MECÂNICO DE MANUTENÇÃO DE MÁQUIN;CASADO(A)
F;24;571,41;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
M;42;1606,54;914425;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A)
M;29;900,00;0;SEM CBO;SOLTEIRO(A)
F;42;2663,36;411010;ASSISTENTE ADMINISTRATIVO;CASADO(A)
F;44;3216,04;252305;SECRETARIA(O) EXECUTIVA(O);CASADO(A)
F;50;2795,19;252210;CONTADOR;DESQUITADO(A)
M;35;2703,87;313105;ELETROTECNICO;CASADO(A)
F;55;1493,41;521105;VENDEDOR EM COMERCIO ATACADIST;CASADO(A)
F;31;1352,15;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
F;27;1300,00;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
M;29;2800,98;411010;ASSISTENTE ADMINISTRATIVO;SOLTEIRO(A)
M;51;3136,83;521105;VENDEDOR EM COMERCIO ATACADIST;CASADO(A)
M;32;6656,03;910205;SUPERVISOR DA MANUTENÇÃO E REPARAÇ;SOLTEIRO(A)
F;45;15319,11;142115;GERENTE FINANCEIRO;CASADO(A)
M;56;7631,14;142320;GERENTE DE VENDAS;CASADO(A)
F;29;1542,23;411010;ASSISTENTE ADMINISTRATIVO;SOLTEIRO(A)
M;46;11144,54;354305;ANALISTA DE EXPORTAÇÃO E IMPORTAÇÃO;CASADO(A)
M;37;2974,49;253115;AGENTE PUBLICITARIO;SOLTEIRO(A)
M;30;1748,26;914425;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A)
M;42;4849,60;313105;ELETROTECNICO;CASADO(A)
F;21;629,38;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
M;52;3083,01;782515;MOTORISTA OPER DE GUINCHO;SEPARADO(A) JUDICIALMENTE
M;53;2320,63;914425;MECANICO DE VEICULOS AUTOMOTOR;SEPARADO(A) JUDICIALMENTE
F;25;1443,65;411010;ASSISTENTE ADMINISTRATIVO;SOLTEIRO(A)
M;39;1454,49;914425;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A)
M;28;1593,38;411010;ASSISTENTE ADMINISTRATIVO;SOLTEIRO(A)
M;28;1531,39;414105;ALMOXARIFE;SOLTEIRO(A)
F;26;3917,42;411010;ASSISTENTE ADMINISTRATIVO;SOLTEIRO(A)
M;52;1789,84;521105;VENDEDOR EM COMERCIO ATACADIST;CASADO(A)
M;37;2757,38;521105;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A)
M;32;1237,92;414105;ALMOXARIFE;CASADO(A)
M;27;2599,62;914425;MECANICO DE VEICULOS AUTOMOTOR;SEPARADO(A) JUDICIALMENTE
M;38;2447,85;414120;CONFERENTE MERC (EXCETO CARGA E DESC;CASADO(A)
F;27;2268,60;521105;VENDEDOR EM COMERCIO ATACADIST;CASADO(A)
M;30;1451,93;414105;ALMOXARIFE;SOLTEIRO(A)
M;25;1501,83;414105;ALMOXARIFE;SOLTEIRO(A)
M;49;4156,47;521105;VENDEDOR EM COMERCIO ATACADIST;SEPARADO(A) JUDICIALMENTE
M;30;4849,60;913120;MECÂNICO DE MANUTENÇÃO DE MÁQUIN;SOLTEIRO(A)
M;30;1542,24;414105;ALMOXARIFE;SOLTEIRO(A)
M;60;4138,79;521105;VENDEDOR EM COMERCIO ATACADIST;OUTROS
M;39;2540,31;414120;CONFERENTE MERC (EXCETO CARGA E DESC;CASADO(A)
F;35;2294,10;411010;ASSISTENTE ADMINISTRATIVO;SOLTEIRO(A)
M;39;1978,73;782515;MOTORISTA OPER DE GUINCHO;CASADO(A)
M;67;3140,65;521105;VENDEDOR EM COMERCIO ATACADIST;OUTROS
M;31;3067,66;914425;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A)
F;39;1820,03;411010;ASSISTENTE ADMINISTRATIVO;CASADO(A)
F;43;2619,35;411010;ASSISTENTE ADMINISTRATIVO;CASADO(A)
M;58;2999,13;521105;VENDEDOR EM COMERCIO ATACADIST;CASADO(A)
M;36;2824,42;414120;CONFERENTE MERC (EXCETO CARGA E DESC;CASADO(A)
F;24;2000,47;411010;ASSISTENTE ADMINISTRATIVO;SOLTEIRO(A)
F;21;604,83;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
M;37;2613,66;521105;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A)
M;44;1940,19;414105;ALMOXARIFE;SOLTEIRO(A)
M;25;3857,50;252210;CONTADOR;CASADO(A)
M;37;17384,00;142605;GERENTE DE PESQUISA E DESENVOL;CASADO(A)
M;26;2490,87;914425;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A)
M;21;700,00;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
F;33;1863,70;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
M;51;4452,52;521105;VENDEDOR EM COMERCIO ATACADIST;OUTROS
M;46;4088,50;342115;CONTROLADOR DE SERV DE MAQ E V;CASADO(A)
M;34;6883,88;391145;ANALISTA DE PLANEJAMENTO DE MANUTENCAO;SOLTEIRO(A)
M;26;2072,03;521105;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A)
M;27;1960,00;621005;TRABALHADOR AGROPECUARIO EM GE;CASADO(A)
M;34;1960,61;414105;ALMOXARIFE;SOLTEIRO(A)
F;33;2410,43;411010;ASSISTENTE ADMINISTRATIVO;SOLTEIRO(A)
M;34;3226,68;914425;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A)
M;47;3281,54;411010;ASSISTENTE ADMINISTRATIVO;CASADO(A)
F;30;3857,50;252210;CONTADOR;CASADO(A)
M;43;3254,25;313105;ELETROTECNICO;SEPARADO(A) JUDICIALMENTE
M;59;2004,31;521105;VENDEDOR EM COMERCIO ATACADIST;OUTROS
M;34;1975,47;914425;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A)
M;48;2465,90;313105;ELETROTECNICO;CASADO(A)
M;21;634,08;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
M;23;4157,75;913120;MECÂNICO DE MANUTENÇÃO DE MÁQUIN;SOLTEIRO(A)
M;35;4290,70;913120;MECÂNICO DE MANUTENÇÃO DE MÁQUIN;SOLTEIRO(A)
M;35;2484,93;782220;OPERADOR DE EMPILHADEIRA;CASADO(A)
F;26;2720,82;411010;ASSISTENTE ADMINISTRATIVO;SOLTEIRO(A)
M;39;6113,08;354205;COMPRADOR;SOLTEIRO(A)
M;34;2326,32;313105;ELETROTECNICO;SEPARADO(A) JUDICIALMENTE
M;28;2511,66;411010;ASSISTENTE ADMINISTRATIVO;SOLTEIRO(A)
M;38;1942,99;414105;ALMOXARIFE;SOLTEIRO(A)
M;47;5881,71;252210;CONTADOR;SOLTEIRO(A)
M;38;3686,71;300305;TÉCNICO EM ELETROMECÂNICA;SOLTEIRO(A)
F;40;2338,01;521105;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A)
M;46;2977,94;342115;CONTROLADOR DE SERV DE MAQ E V;CASADO(A)
F;40;1693,85;411010;ASSISTENTE ADMINISTRATIVO;OUTROS
M;48;6059,23;914425;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A)
M;34;3754,73;252725;ANALISTA DE GESTÃO DE ESTOQUE;CASADO(A)
F;36;2874,03;253115;AGENTE PUBLICITARIO;OUTROS
M;34;2813,00;414105;ALMOXARIFE;SOLTEIRO(A)
M;35;3387,15;521105;VENDEDOR EM COMERCIO ATACADIST;SEPARADO(A) JUDICIALMENTE
M;42;3878,30;313105;ELETROTECNICO;CASADO(A)
F;23;2145,94;411010;ASSISTENTE ADMINISTRATIVO;SOLTEIRO(A)
M;60;2754,82;521105;VENDEDOR EM COMERCIO ATACADIST;CASADO(A)
F;30;2252,45;411010;ASSISTENTE ADMINISTRATIVO;SOLTEIRO(A)
M;32;4490,37;313105;ELETROTECNICO;SOLTEIRO(A)
M;36;3698,63;914425;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A)
F;18;751,22;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
M;19;1813,61;414105;ALMOXARIFE;SOLTEIRO(A)
F;33;4124,65;253115;AGENTE PUBLICITARIO;SOLTEIRO(A)
M;34;14000,00;142320;GERENTE DE VENDAS;SOLTEIRO(A)
M;40;2224,25;414120;CONFERENTE MERC (EXCETO CARGA E DESC;SOLTEIRO(A)
