SEXO;IDADE;RENDA;PROFISSAO;ESTADO_CIVIL;;
F;49;1343;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
F;58;2347;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;40;2164;VENDEDOR EM COMERCIO ATACADIST;SEPARADO(A) JUDICIALMENTE;;
M;71;2351;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;39;1781;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
F;45;2441;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A);;
M;48;2003;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A);;
F;40;1737;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
F;37;3927;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;33;4912;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A);;
M;41;3520;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;69;2471;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;68;2057;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
F;44;4858;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
F;33;1945;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A);;
M;61;2750;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;38;1665;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A);;
M;49;4022;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;48;3927;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;52;1789;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;40;2422;VENDEDOR EM COMERCIO ATACADIST;OUTROS;;
F;41;1955;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A);;
F;39;3469;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A);;
F;42;2080;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A);;
M;38;4611;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A);;
M;53;2904;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;38;1944;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A);;
M;37;3051;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A);;
M;39;2691;VENDEDOR EM COMERCIO ATACADIST;SEPARADO(A) JUDICIALMENTE;;
M;46;3647;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
F;37;3899;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A);;
M;29;2374;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;53;4522;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A);;
F;41;2374;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
F;40;2891;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A);;
M;56;1500;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;76;5242;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;37;2754;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A);;
M;46;3732;VENDEDOR EM COMERCIO ATACADIST;SEPARADO(A) JUDICIALMENTE;;
M;46;2016;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;55;2904;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;58;964;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;62;2580;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
F;40;2273;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A);;
M;54;1446;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;55;3508;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;64;7342;VENDEDOR EM COMERCIO ATACADIST;OUTROS;;
M;61;2783;VENDEDOR EM COMERCIO ATACADIST;OUTROS;;
M;34;2692;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;43;2485;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;33;3994;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A);;
M;40;1593;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A);;
M;53;1499;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;40;4082;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
F;45;2040;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A);;
M;52;2568;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;49;5141;VENDEDOR EM COMERCIO ATACADIST;SEPARADO(A) JUDICIALMENTE;;
M;49;2088;VENDEDOR EM COMERCIO ATACADIST;SEPARADO(A) JUDICIALMENTE;;
M;49;2307;VENDEDOR EM COMERCIO ATACADIST;SEPARADO(A) JUDICIALMENTE;;
M;49;5032;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;45;3358;VENDEDOR EM COMERCIO ATACADIST;OUTROS;;
M;33;2904;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A);;
M;35;2422;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A);;
M;32;2395;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;26;1992;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A);;
F;46;1955;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;42;4022;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
F;29;2246;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A);;
M;67;3140;VENDEDOR EM COMERCIO ATACADIST;OUTROS;;
M;39;2917;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A);;
M;58;2999;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;33;3111;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A);;
F;45;3182;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A);;
M;48;2662;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;38;1644;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;48;3267;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
F;39;3255;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A);;
F;29;2915;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A);;
M;59;4522;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;26;3725;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A);;
M;61;2756;VENDEDOR EM COMERCIO ATACADIST;OUTROS;;
M;32;2255;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A);;
F;31;2826;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;40;4522;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;38;4306;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;40;4295;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
F;51;3916;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A);;
M;31;4279;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A);;
M;46;1755;VENDEDOR EM COMERCIO ATACADIST;SEPARADO(A) JUDICIALMENTE;;
M;53;2160;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;54;2691;VENDEDOR EM COMERCIO ATACADIST;SEPARADO(A) JUDICIALMENTE;;
M;50;1596;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
F;40;3976;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;44;2016;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A);;
M;67;2795;VENDEDOR EM COMERCIO ATACADIST;OUTROS;;
M;39;2542;VENDEDOR EM COMERCIO ATACADIST;SEPARADO(A) JUDICIALMENTE;;
F;37;2347;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
F;55;1493;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;56;2347;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;51;3136;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
F;36;1861;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;42;2599;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;29;2143;VENDEDOR EM COMERCIO ATACADIST;CASADO(A);;
M;61;1350;VIGIA;CASADO(A);;
M;61;1402;VIGIA;CASADO(A);;
M;53;2224;ZELADOR DE EDIFÍCIO;CASADO(A);;
M;53;2463;ZELADOR DE EDIFÍCIO;CASADO(A);;
M;48;2139;ZELADOR DE EDIFÍCIO;OUTROS;;
